Job Title,Industry,Job Status,AI Impact Level,Median Salary (USD),Required Education,Experience Required (Years),Job Openings (2024),Projected Openings (2030),Remote Work Ratio (%),Automation Risk (%),Location,Gender Diversity (%)
Make,Entertainment,Increasing,Low,43473.09,High School,5,5128,4468,20.37,38.72,Australia,34.98
Hospital doctor,Healthcare,Increasing,Low,74940.96,Bachelor's Degree,3,7755,8088,57.49,33.42,UK,69.54
Retail merchandiser,Retail,Decreasing,Moderate,51026.27,Bachelor's Degree,2,496,3304,76.03,50.47,Canada,68.06
Minerals surveyor,Manufacturing,Decreasing,High,95948.48,Bachelor's Degree,3,8888,5806,44.04,39.48,China,60.56
"Education officer, museum",Education,Decreasing,High,51485.67,Bachelor's Degree,3,612,8416,68.59,43.94,USA,20.38
Sports development officer,Education,Increasing,Moderate,55002.74,Bachelor's Degree,5,6936,3881,22.91,42.72,China,66.13
Marine scientist,Manufacturing,Decreasing,Low,72117.78,Master's Degree,8,5503,2309,42.27,41.74,Australia,70.23
Hydrographic surveyor,Manufacturing,Decreasing,Low,70524.94,Master's Degree,8,1727,5274,63.11,46.56,Germany,60.08
Licensed conveyancer,Finance,Decreasing,Low,75820.03,Bachelor's Degree,5,9246,1122,46.45,49.26,USA,48.48
Writer,Entertainment,Increasing,Moderate,50944.31,Bachelor's Degree,3,9583,8736,39.01,51.03,USA,43.85
Database administrator,IT,Increasing,Low,115290.51,Bachelor's Degree,8,7332,5614,28.44,57.76,Brazil,24.43
"Therapist, horticultural",Healthcare,Increasing,High,47537.08,Associate Degree,4,5852,5541,94.89,33.62,China,27.25
Materials engineer,Manufacturing,Increasing,Moderate,82824.53,Bachelor's Degree,3,7848,5322,33.94,48.78,Germany,54.37
Government social research officer,Education,Decreasing,High,81880.37,Master's Degree,4,9830,3615,88.36,47.22,Canada,53.74
Pharmacologist,Healthcare,Increasing,Moderate,102739.62,PhD,5,4733,9087,98.35,39.63,China,22.33
Research scientist (physical sciences),Education,Increasing,Low,111840.01,PhD,9,5641,2361,35.82,28.07,China,31.19
"Editor, magazine features",Entertainment,Increasing,High,63866.37,Bachelor's Degree,6,1999,9331,42.36,46.44,Canada,45.75
Podiatrist,Healthcare,Decreasing,Low,60697.77,Bachelor's Degree,4,4501,3363,66.56,54.25,Australia,35.55
"Exhibitions officer, museum/gallery",Entertainment,Increasing,Moderate,55076.55,Bachelor's Degree,4,7374,8358,9.29,40.84,Canada,79.93
Sports therapist,Healthcare,Increasing,High,46785.81,Bachelor's Degree,4,2959,8443,58.24,33.86,UK,45.0
Proofreader,Entertainment,Increasing,Moderate,48097.98,Bachelor's Degree,6,6210,3001,83.16,73.09,China,55.38
"Psychotherapist, child",Healthcare,Decreasing,Low,89878.44,Master's Degree,4,6952,6634,80.18,27.7,Brazil,36.57
"Surveyor, land/geomatics",Manufacturing,Increasing,Moderate,78267.3,Bachelor's Degree,6,4216,1225,37.57,43.43,Germany,76.39
Licensed conveyancer,Finance,Decreasing,Low,55579.32,Bachelor's Degree,7,8724,3343,95.14,57.52,Canada,22.49
Administrator,Finance,Decreasing,High,52809.47,High School,1,270,2605,10.75,71.84,Brazil,35.58
"Accountant, chartered public finance",Finance,Decreasing,Moderate,89785.8,Bachelor's Degree,5,9624,8011,91.28,55.55,China,40.73
"Therapist, nutritional",Healthcare,Increasing,High,52626.34,Associate Degree,5,2376,6660,65.3,50.65,Brazil,65.09
Child psychotherapist,Healthcare,Decreasing,Moderate,89337.56,Master's Degree,5,658,9292,48.65,31.73,Australia,23.88
"Restaurant manager, fast food",Retail,Decreasing,Low,52239.18,High School,3,344,993,44.42,61.51,China,37.37
Music tutor,Education,Increasing,High,44697.6,Bachelor's Degree,2,942,9111,22.41,32.04,USA,27.65
Patent attorney,Finance,Increasing,Low,134850.94,Master's Degree,7,4738,4811,72.01,35.78,Canada,67.0
"Engineer, mining",Manufacturing,Increasing,Moderate,98556.27,Bachelor's Degree,7,9608,2068,45.54,54.36,Canada,46.64
Textile designer,Manufacturing,Decreasing,Moderate,50996.6,Bachelor's Degree,7,7912,3183,94.28,43.74,USA,73.02
"Designer, jewellery",Entertainment,Increasing,Low,49409.57,Bachelor's Degree,2,5748,9841,64.14,41.47,UK,67.35
Proofreader,Entertainment,Decreasing,High,37094.91,Bachelor's Degree,4,7434,8450,93.34,67.65,UK,53.43
Chief Financial Officer,Finance,Decreasing,Low,257970.03,Master's Degree,19,9537,9035,9.61,34.67,Canada,76.25
"Editor, magazine features",Entertainment,Increasing,High,61416.56,Bachelor's Degree,4,8729,3893,6.12,47.38,Canada,48.05
Travel agency manager,Retail,Increasing,Low,62229.24,Bachelor's Degree,4,2623,773,3.35,55.82,India,50.56
"Designer, graphic",Entertainment,Decreasing,Moderate,53900.36,Bachelor's Degree,2,9174,688,44.71,48.24,Canada,59.02
Dietitian,Healthcare,Increasing,High,74982.93,Bachelor's Degree,4,7267,7151,56.26,45.1,UK,23.15
Architectural technologist,Manufacturing,Increasing,High,61029.43,Bachelor's Degree,3,2736,3649,10.05,40.28,USA,21.25
Arts administrator,Entertainment,Decreasing,Low,52661.56,Bachelor's Degree,1,9122,4054,51.06,55.63,China,41.51
Secretary/administrator,Finance,Increasing,Moderate,46210.2,High School,1,3002,6237,11.36,73.75,USA,48.59
Health physicist,Healthcare,Increasing,Moderate,98201.88,PhD,7,1243,1692,45.29,34.65,Brazil,31.44
Osteopath,Healthcare,Decreasing,High,70196.19,Bachelor's Degree,6,8677,8245,57.87,36.74,Germany,39.64
Materials engineer,Manufacturing,Decreasing,Low,96235.69,Bachelor's Degree,7,1950,611,97.33,49.45,UK,22.28
Insurance risk surveyor,Finance,Increasing,Low,72797.03,Bachelor's Degree,7,3347,735,99.04,54.92,Brazil,60.29
Civil Service fast streamer,Finance,Increasing,Low,62784.98,Master's Degree,0,1733,3559,86.12,40.34,USA,56.48
"Pharmacist, community",Healthcare,Increasing,Moderate,112149.07,Bachelor's Degree,2,124,6236,88.64,49.89,China,41.79
Arts development officer,Entertainment,Increasing,High,43253.78,Bachelor's Degree,6,3296,9006,46.58,50.47,Canada,29.37
Merchant navy officer,Transportation,Increasing,Low,88623.46,Bachelor's Degree,5,8892,6961,48.24,37.3,China,42.89
Printmaker,Entertainment,Increasing,Low,39897.7,Bachelor's Degree,5,4249,7166,73.98,38.04,UK,33.14
Quality manager,Manufacturing,Increasing,Low,111701.94,Bachelor's Degree,7,5726,9931,29.83,52.23,China,64.8
Recycling officer,Manufacturing,Decreasing,High,49242.09,High School,3,1462,9580,0.05,56.39,India,64.39
Human resources officer,Finance,Decreasing,Moderate,67028.4,Bachelor's Degree,6,4963,2741,35.84,54.91,China,31.91
Private music teacher,Education,Increasing,Low,30894.98,Bachelor's Degree,5,3670,5250,3.34,31.01,USA,38.48
Technical author,IT,Decreasing,Moderate,61723.35,Bachelor's Degree,6,8142,4191,65.11,45.76,China,57.24
"Engineer, land",Manufacturing,Decreasing,Moderate,70246.94,Bachelor's Degree,4,8939,2302,46.43,47.64,China,21.75
"Surveyor, building control",Manufacturing,Increasing,Low,81952.3,Bachelor's Degree,5,1122,4664,59.5,50.92,Australia,74.19
Environmental education officer,Education,Increasing,High,49426.73,Bachelor's Degree,4,8762,8955,32.74,42.58,Brazil,63.16
"Therapist, occupational",Healthcare,Increasing,Low,55691.29,Bachelor's Degree,5,8032,5637,38.39,31.53,Germany,32.38
Accommodation manager,Retail,Decreasing,Moderate,68110.43,Bachelor's Degree,4,643,1154,48.56,53.48,UK,70.69
Television floor manager,Entertainment,Increasing,Moderate,57617.35,Bachelor's Degree,2,5869,1897,39.23,31.16,Canada,76.73
Research scientist (maths),Education,Increasing,High,78725.53,PhD,7,3483,3355,69.6,28.95,India,33.43
"Investment banker, operational",Finance,Increasing,Moderate,172508.59,Master's Degree,7,3081,2248,7.36,47.32,USA,41.23
Operational investment banker,Finance,Decreasing,High,116070.31,Master's Degree,3,4002,5665,98.96,41.38,India,35.04
Equities trader,Finance,Decreasing,Low,159888.79,Bachelor's Degree,2,9286,1392,73.01,63.39,Brazil,20.53
"Engineer, aeronautical",Manufacturing,Increasing,Low,137414.24,Bachelor's Degree,6,3706,235,30.78,43.29,Germany,66.36
Textile designer,Manufacturing,Decreasing,High,60144.41,Bachelor's Degree,6,5827,5856,36.02,42.87,UK,78.45
"Presenter, broadcasting",Entertainment,Decreasing,High,89198.86,Bachelor's Degree,5,369,6195,46.37,40.47,China,38.67
"Psychologist, forensic",Healthcare,Decreasing,Moderate,96074.65,PhD,6,1609,1352,27.72,30.65,Germany,72.43
Warehouse manager,Transportation,Increasing,Low,55216.73,Bachelor's Degree,7,3428,4500,29.32,53.51,Canada,28.54
Occupational psychologist,Finance,Increasing,Low,72764.91,PhD,7,5959,3928,36.65,39.08,Australia,39.09
Television camera operator,Entertainment,Increasing,High,57941.73,Associate Degree,3,9639,5876,71.04,43.94,India,52.37
"Surveyor, commercial/residential",Retail,Decreasing,Moderate,79423.09,Bachelor's Degree,3,3002,7331,89.52,52.56,China,25.43
Education administrator,Education,Increasing,High,62801.27,Bachelor's Degree,4,2451,4270,6.61,51.1,Canada,32.07
Commissioning editor,Entertainment,Increasing,Moderate,90902.23,Bachelor's Degree,5,8446,2226,87.41,45.77,Australia,68.94
Brewing technologist,Manufacturing,Decreasing,Low,65106.12,Bachelor's Degree,4,4152,7649,76.21,54.96,UK,57.63
Land/geomatics surveyor,Manufacturing,Decreasing,Low,89337.25,Bachelor's Degree,7,2612,8121,63.18,43.0,USA,46.16
Barista,Retail,Increasing,High,35532.34,High School,1,5089,1678,2.63,62.41,Canada,23.61
Sales promotion account executive,Retail,Decreasing,Moderate,70920.56,Bachelor's Degree,3,4886,7064,51.97,48.7,UK,45.22
Dealer,Finance,Decreasing,High,95365.53,Bachelor's Degree,5,7808,8009,73.86,65.5,Brazil,45.77
Clinical cytogeneticist,Healthcare,Decreasing,High,119594.75,PhD,8,3024,1149,24.79,31.03,UK,20.45
Oncologist,Healthcare,Decreasing,High,268410.48,PhD,9,9888,8490,1.95,16.83,India,60.42
Orthoptist,Healthcare,Increasing,High,77201.54,Bachelor's Degree,5,2954,2433,44.97,40.1,UK,54.44
Nature conservation officer,Manufacturing,Increasing,Low,49783.75,Bachelor's Degree,4,1973,8036,3.82,40.3,Brazil,70.21
"Sound technician, broadcasting/film/video",Entertainment,Increasing,High,55280.21,Associate Degree,2,5450,8685,23.16,36.53,India,48.48
"Journalist, magazine",Entertainment,Increasing,Low,68057.79,Bachelor's Degree,7,4121,7386,99.34,43.69,UK,62.03
Magazine journalist,Entertainment,Increasing,Moderate,74737.49,Bachelor's Degree,5,6737,7019,4.3,44.85,USA,67.96
"Administrator, charities/voluntary organisations",Healthcare,Decreasing,Moderate,51342.68,Bachelor's Degree,1,7324,7931,81.98,48.23,Brazil,45.03
"Administrator, local government",Finance,Increasing,Low,63528.01,Bachelor's Degree,5,7949,7401,85.03,49.16,Australia,64.31
Psychiatrist,Healthcare,Increasing,High,211585.88,PhD,9,5538,5897,95.7,16.86,China,59.96
"Engineer, electrical",Manufacturing,Increasing,Moderate,110351.8,Bachelor's Degree,4,3866,2857,65.26,40.58,Australia,75.06
Warehouse manager,Transportation,Decreasing,High,66911.63,Bachelor's Degree,6,7027,6636,38.56,48.24,Brazil,36.21
"Buyer, retail",Retail,Decreasing,Moderate,60072.82,Bachelor's Degree,6,3010,1520,65.84,57.96,Brazil,46.48
Occupational hygienist,Healthcare,Decreasing,Low,85470.63,Bachelor's Degree,6,5785,5497,38.46,47.91,USA,58.17
Barrister's clerk,Finance,Decreasing,High,55759.31,Associate Degree,3,4957,672,72.0,59.72,Canada,41.69
"Designer, interior/spatial",Entertainment,Increasing,Low,63284.95,Bachelor's Degree,4,2728,7064,88.1,31.42,Australia,73.81
"Therapist, horticultural",Healthcare,Increasing,Low,52869.98,Associate Degree,4,1445,3452,31.88,30.25,Germany,72.49
Translator,Entertainment,Increasing,Low,65466.24,Bachelor's Degree,2,4752,4475,9.52,58.41,USA,36.6
Broadcast presenter,Entertainment,Increasing,Moderate,72380.14,Bachelor's Degree,4,5703,9142,29.86,32.9,USA,24.5
Data scientist,IT,Decreasing,Low,133751.99,Master's Degree,4,9557,9058,74.6,25.1,UK,38.9
Location manager,Entertainment,Increasing,Low,52911.37,Bachelor's Degree,8,1731,6378,20.24,36.53,India,31.33
Neurosurgeon,Healthcare,Increasing,High,306450.05,PhD,14,9703,7826,64.04,14.52,USA,24.73
Field trials officer,Manufacturing,Increasing,Moderate,57972.01,Bachelor's Degree,4,4810,6746,43.23,43.81,China,22.38
Building surveyor,Manufacturing,Decreasing,High,78226.59,Bachelor's Degree,7,8620,8100,12.34,54.52,Germany,69.04
"Engineer, manufacturing",Manufacturing,Increasing,Low,100738.73,Bachelor's Degree,4,2551,7753,54.8,59.71,USA,34.77
"Engineer, chemical",Manufacturing,Decreasing,Moderate,121378.45,Bachelor's Degree,3,1951,5229,51.99,49.84,Brazil,61.89
Public affairs consultant,Finance,Decreasing,High,69683.72,Bachelor's Degree,6,5457,1155,13.02,45.41,Australia,26.12
Financial planner,Finance,Increasing,Moderate,111793.49,Bachelor's Degree,5,1871,2520,30.87,58.7,Australia,72.82
Pathologist,Healthcare,Decreasing,High,172214.49,PhD,12,5629,3518,58.86,16.4,China,50.62
Software engineer,IT,Decreasing,Moderate,151289.63,Bachelor's Degree,5,7858,9621,47.94,36.1,China,42.94
Further education lecturer,Education,Decreasing,Low,65907.88,Master's Degree,3,8838,3885,67.98,38.75,Canada,69.16
Legal executive,Finance,Increasing,High,55285.43,Bachelor's Degree,4,8853,5785,17.27,43.15,China,46.83
Textile designer,Manufacturing,Decreasing,High,48548.98,Bachelor's Degree,2,3167,697,93.02,46.12,Canada,70.35
Musician,Entertainment,Decreasing,Low,79903.18,Bachelor's Degree,7,9023,1959,95.04,25.3,India,24.84
Historic buildings inspector/conservation officer,Entertainment,Decreasing,High,61928.45,Master's Degree,7,8811,7843,32.14,42.64,China,27.84
Environmental manager,Manufacturing,Increasing,High,92436.31,Bachelor's Degree,4,4094,4578,37.52,38.74,Germany,42.61
Personnel officer,Finance,Decreasing,Low,66471.52,Bachelor's Degree,4,1845,4276,72.68,57.07,Canada,45.29
Television camera operator,Entertainment,Increasing,Moderate,57125.33,Associate Degree,7,2913,2854,2.72,40.21,Brazil,37.75
"Scientist, marine",Manufacturing,Increasing,Moderate,59992.31,Master's Degree,6,8690,5101,55.45,32.69,India,23.5
Web designer,IT,Decreasing,Moderate,86423.34,Bachelor's Degree,7,8213,7454,82.55,45.29,Canada,40.06
"Engineer, energy",Manufacturing,Increasing,Moderate,115156.57,Bachelor's Degree,5,5677,1736,92.22,45.72,China,25.0
Illustrator,Entertainment,Increasing,Low,73919.32,Bachelor's Degree,4,2425,9875,15.92,39.86,Australia,56.86
"Radiographer, diagnostic",Healthcare,Increasing,Low,66084.64,Bachelor's Degree,3,4221,1139,53.52,40.8,Germany,40.97
"Surveyor, insurance",Finance,Increasing,Low,78986.12,Bachelor's Degree,8,8207,2969,32.0,44.52,USA,39.63
Theatre manager,Entertainment,Decreasing,High,75974.54,Bachelor's Degree,9,5917,4753,24.75,38.5,Germany,30.41
"Surveyor, mining",Manufacturing,Increasing,Moderate,97637.65,Bachelor's Degree,3,1146,3466,42.43,51.56,USA,30.95
"Engineer, technical sales",Manufacturing,Increasing,Low,77000.63,Bachelor's Degree,4,7390,1529,86.62,53.76,China,42.91
Psychiatric nurse,Healthcare,Increasing,Moderate,68563.6,Bachelor's Degree,4,7643,2718,96.83,51.05,USA,23.89
"Clinical scientist, histocompatibility and immunogenetics",Healthcare,Decreasing,Low,100999.84,PhD,7,1978,2887,13.12,35.12,Brazil,46.33
Cytogeneticist,Healthcare,Decreasing,Low,113893.8,PhD,5,8691,8423,67.14,37.55,Brazil,51.79
Adult nurse,Healthcare,Decreasing,Low,72014.83,Bachelor's Degree,5,7868,1060,40.38,50.14,Germany,75.79
Engineering geologist,Manufacturing,Increasing,High,113883.63,Master's Degree,5,3760,6529,47.08,49.16,Canada,28.35
"Engineer, communications",IT,Increasing,Moderate,88270.83,Bachelor's Degree,7,5318,6896,78.38,38.71,China,30.91
"Scientist, forensic",Healthcare,Increasing,Moderate,72387.86,Master's Degree,3,2994,3041,35.01,49.48,UK,64.35
Geophysicist/field seismologist,Manufacturing,Increasing,Moderate,89612.62,Master's Degree,8,1577,4485,49.72,40.84,Germany,53.22
Health visitor,Healthcare,Decreasing,Moderate,55337.37,Bachelor's Degree,3,6708,3133,19.36,40.37,USA,47.48
"Geneticist, molecular",Finance,Increasing,Low,64184.65,Bachelor's Degree,7,6586,5395,92.34,53.99,India,35.81
Water quality scientist,Manufacturing,Increasing,High,65342.84,Master's Degree,7,1529,2894,10.57,49.22,China,29.36
Estate manager/land agent,Retail,Decreasing,Low,89371.34,Bachelor's Degree,3,347,1062,81.18,49.81,India,47.09
"Scientist, audiological",Healthcare,Increasing,Low,80960.77,Master's Degree,6,4621,2604,61.65,48.5,India,40.93
Civil Service administrator,Finance,Increasing,High,60709.19,Bachelor's Degree,3,3752,962,2.42,51.24,UK,58.68
Youth worker,Education,Decreasing,Low,48427.69,Bachelor's Degree,1,8578,6795,69.85,28.15,USA,31.58
Forest/woodland manager,Manufacturing,Decreasing,Low,62922.37,Bachelor's Degree,4,5037,5866,93.76,37.76,UK,24.12
Trade mark attorney,Finance,Increasing,High,104093.81,Master's Degree,9,1937,7611,5.4,38.41,UK,40.26
"Scientist, water quality",Manufacturing,Decreasing,Low,84055.99,Master's Degree,7,1728,7064,77.07,38.35,Germany,61.54
Veterinary surgeon,Healthcare,Increasing,Moderate,127322.17,Bachelor's Degree,7,4815,8855,76.13,33.74,Australia,76.05
Audiological scientist,Healthcare,Decreasing,Low,83024.71,Master's Degree,4,8312,5239,56.47,44.64,China,65.09
Web designer,IT,Increasing,Low,68704.31,Bachelor's Degree,3,9159,291,26.77,49.17,Canada,67.09
"Editor, commissioning",Entertainment,Increasing,Low,60691.92,Bachelor's Degree,5,1584,1315,27.59,39.29,Germany,66.95
Soil scientist,Manufacturing,Increasing,Moderate,76025.14,Master's Degree,6,1405,3128,63.57,45.95,USA,27.42
"Journalist, broadcasting",Entertainment,Decreasing,Moderate,69867.63,Bachelor's Degree,4,5541,2350,6.63,32.74,Brazil,41.13
Legal secretary,Finance,Increasing,High,50657.59,Associate Degree,5,7810,3248,58.38,73.5,USA,38.44
Event organiser,Entertainment,Increasing,High,58277.49,Bachelor's Degree,4,7181,2414,88.08,48.87,India,53.84
"Teacher, early years/pre",Education,Increasing,Moderate,40251.65,Associate Degree,3,815,4649,69.86,41.04,Canada,53.09
Web designer,IT,Decreasing,Moderate,67373.33,Bachelor's Degree,2,8394,3269,29.35,52.47,USA,55.36
Statistician,Finance,Decreasing,Low,115233.36,Master's Degree,8,2153,2433,55.65,46.35,Brazil,69.64
Bookseller,Retail,Decreasing,High,32988.65,High School,0,6623,6324,8.03,67.78,China,42.73
Psychotherapist,Healthcare,Increasing,Low,81876.81,Master's Degree,7,1903,8532,96.81,23.12,Canada,43.08
Financial planner,Finance,Increasing,High,90651.26,Bachelor's Degree,6,7388,8821,60.66,59.09,Germany,35.97
Sport and exercise psychologist,Healthcare,Increasing,Low,82757.43,PhD,4,9179,8147,32.97,37.11,Australia,25.06
Teaching laboratory technician,Education,Increasing,High,34770.67,Associate Degree,1,1092,9105,43.76,51.67,China,70.08
Housing manager/officer,Retail,Decreasing,High,50663.51,Bachelor's Degree,3,5792,8864,72.15,54.39,Germany,66.96
Osteopath,Healthcare,Decreasing,Low,71126.01,Bachelor's Degree,7,9749,6385,85.33,36.65,Germany,74.84
Logistics and distribution manager,Transportation,Decreasing,Moderate,68096.78,Bachelor's Degree,4,6332,6289,23.89,55.95,UK,49.54
Media planner,Retail,Decreasing,Moderate,60424.84,Bachelor's Degree,6,8647,5531,55.67,52.13,USA,60.23
"Psychotherapist, child",Healthcare,Increasing,High,66874.67,Master's Degree,4,9078,5050,65.56,30.87,USA,78.26
Aid worker,Healthcare,Increasing,Low,43809.23,Bachelor's Degree,6,7779,8780,76.11,41.52,India,46.96
Emergency planning/management officer,Finance,Increasing,Low,85041.91,Bachelor's Degree,3,623,4246,54.49,42.94,Australia,78.97
Plant breeder/geneticist,Manufacturing,Decreasing,Moderate,74876.81,PhD,4,9775,170,66.01,42.76,USA,27.32
"Education officer, environmental",Education,Increasing,Moderate,43595.16,Bachelor's Degree,7,2634,2088,16.01,40.54,Australia,69.17
Pensions consultant,Finance,Increasing,Moderate,101308.52,Bachelor's Degree,6,5896,7128,61.93,60.06,China,43.6
Hydrogeologist,Manufacturing,Decreasing,High,94902.64,Master's Degree,8,9513,9493,73.27,41.88,USA,38.66
Clinical embryologist,Healthcare,Increasing,High,77099.36,Master's Degree,7,4208,4177,93.45,41.37,India,49.76
"Surveyor, minerals",Manufacturing,Increasing,High,88007.49,Bachelor's Degree,9,717,7897,98.91,47.56,USA,24.37
Merchant navy officer,Transportation,Decreasing,Low,71067.7,Bachelor's Degree,10,3162,2026,22.05,34.58,India,77.62
Chiropractor,Healthcare,Increasing,Low,92542.01,Bachelor's Degree,5,6403,6310,35.81,35.03,Canada,47.16
Arts administrator,Entertainment,Increasing,Low,42393.07,Bachelor's Degree,3,2098,1310,88.85,59.11,China,34.22
Stage manager,Entertainment,Decreasing,High,70726.46,Bachelor's Degree,3,7600,137,87.64,37.99,USA,51.26
Network engineer,IT,Decreasing,Low,121364.08,Bachelor's Degree,7,696,3216,48.63,46.56,India,22.89
"Librarian, public",Education,Increasing,Moderate,46283.21,Master's Degree,3,9037,4909,0.06,54.49,Germany,70.08
Armed forces operational officer,Transportation,Decreasing,High,94331.53,Bachelor's Degree,7,9610,9753,66.86,21.79,UK,44.8
Clinical cytogeneticist,Healthcare,Increasing,Low,117834.52,PhD,8,1081,4325,76.2,34.76,China,26.52
Research scientist (medical),Healthcare,Decreasing,High,110095.22,PhD,9,7430,4475,30.45,29.75,India,43.68
"Scientist, clinical (histocompatibility and immunogenetics)",Healthcare,Increasing,Low,86043.33,PhD,7,7194,6370,92.94,31.62,Canada,79.59
Surgeon,Healthcare,Increasing,Low,292900.79,PhD,13,4559,2512,77.95,16.21,Brazil,65.24
"Engineer, electronics",Manufacturing,Increasing,High,118439.92,Bachelor's Degree,5,592,2691,65.0,51.8,Brazil,79.42
Civil Service administrator,Finance,Increasing,Low,63104.68,Bachelor's Degree,2,3543,4463,24.7,57.02,China,34.01
"Designer, industrial/product",Manufacturing,Decreasing,High,80671.33,Bachelor's Degree,3,7298,1677,80.69,47.24,India,31.13
Economist,Finance,Decreasing,High,83201.96,Master's Degree,6,8698,454,94.35,40.08,China,47.25
Building control surveyor,Manufacturing,Decreasing,Moderate,91794.35,Bachelor's Degree,3,6616,4004,46.59,53.38,USA,33.84
"Designer, exhibition/display",Entertainment,Increasing,Low,68062.09,Bachelor's Degree,7,9122,673,97.58,35.34,Brazil,41.39
"Biochemist, clinical",Healthcare,Decreasing,High,99072.54,Master's Degree,7,6462,7344,90.6,46.76,UK,35.84
Financial controller,Finance,Decreasing,Moderate,149459.07,Master's Degree,9,4644,8820,90.09,57.82,UK,76.27
Chartered legal executive (England and Wales),Finance,Decreasing,High,70027.93,Bachelor's Degree,4,921,9367,63.62,42.72,China,52.5
Health visitor,Healthcare,Increasing,Moderate,66324.43,Bachelor's Degree,3,705,7179,60.94,51.52,Canada,70.52
Higher education careers adviser,Education,Decreasing,Moderate,49062.51,Bachelor's Degree,5,7689,9455,15.33,41.29,Australia,52.03
Licensed conveyancer,Finance,Decreasing,Moderate,84240.05,Bachelor's Degree,3,8720,1367,56.18,59.76,Brazil,69.82
Hotel manager,Retail,Decreasing,Moderate,81551.34,Bachelor's Degree,10,8639,8495,55.61,48.12,Germany,30.83
Trade mark attorney,Finance,Decreasing,Low,112621.04,Master's Degree,10,7185,7435,3.88,38.85,Canada,30.79
Conference centre manager,Retail,Decreasing,Low,72946.6,Bachelor's Degree,3,5339,3901,77.16,47.6,China,76.19
Psychiatrist,Healthcare,Decreasing,Low,277762.04,PhD,9,7492,7183,61.24,21.99,Germany,51.63
"Surveyor, commercial/residential",Retail,Increasing,Moderate,84966.47,Bachelor's Degree,6,5031,5627,89.45,43.79,India,43.57
"Production assistant, television",Entertainment,Increasing,Low,46712.38,Bachelor's Degree,0,9803,2326,88.5,50.85,China,47.67
Armed forces training and education officer,Education,Decreasing,Moderate,65526.85,Bachelor's Degree,11,2305,5818,83.34,21.39,Australia,60.14
Recycling officer,Manufacturing,Increasing,Low,47856.61,High School,5,7797,2871,81.67,46.83,UK,64.49
"Therapist, art",Healthcare,Decreasing,Moderate,45816.04,Master's Degree,4,3666,113,59.07,26.64,UK,22.69
Geophysical data processor,Manufacturing,Increasing,Low,78589.5,Master's Degree,5,4293,9065,31.01,47.26,USA,72.14
Public relations account executive,Entertainment,Increasing,Low,65088.52,Bachelor's Degree,5,2518,8649,84.21,54.92,China,54.47
Horticultural therapist,Healthcare,Increasing,High,46069.99,Associate Degree,2,6123,7394,43.6,26.56,UK,43.62
Theatre manager,Entertainment,Increasing,Low,72912.64,Bachelor's Degree,5,6228,5045,15.31,39.02,Brazil,77.96
Armed forces logistics/support/administrative officer,Transportation,Increasing,Moderate,64210.67,Bachelor's Degree,4,4763,7048,44.87,36.65,Australia,20.72
Financial adviser,Finance,Decreasing,Moderate,79083.06,Bachelor's Degree,5,6627,1618,8.16,55.53,USA,51.22
"Doctor, hospital",Healthcare,Decreasing,Low,192636.63,PhD,9,9049,8568,37.71,27.54,USA,77.62
"Conservator, museum/gallery",Education,Increasing,High,53512.69,Master's Degree,7,7491,8542,67.11,32.24,Germany,52.93
Herbalist,Healthcare,Increasing,Moderate,44956.0,Associate Degree,2,4120,4162,12.57,30.48,China,73.56
Psychiatric nurse,Healthcare,Increasing,High,55854.43,Bachelor's Degree,2,7833,1753,7.59,44.74,China,36.04
Medical secretary,Healthcare,Increasing,Moderate,36920.83,High School,4,5416,2588,80.33,68.45,Canada,78.16
"Clinical scientist, histocompatibility and immunogenetics",Healthcare,Decreasing,Moderate,114958.23,PhD,7,9505,5879,92.99,37.89,Brazil,36.58
"Scientist, research (maths)",Education,Decreasing,Low,87850.88,PhD,10,9665,5360,57.89,33.58,Brazil,29.45
Clothing/textile technologist,Manufacturing,Increasing,Moderate,50714.14,Bachelor's Degree,5,3207,9500,48.17,62.87,Australia,66.64
Adult nurse,Healthcare,Decreasing,High,72872.88,Bachelor's Degree,6,2155,6193,42.6,41.11,India,30.89
Aid worker,Healthcare,Increasing,Moderate,58562.02,Bachelor's Degree,6,8447,5786,58.99,40.58,Canada,22.07
"Research officer, trade union",Education,Increasing,Low,48158.09,Bachelor's Degree,3,9977,3349,3.46,45.46,Brazil,49.91
"Loss adjuster, chartered",Finance,Increasing,Moderate,70116.53,Bachelor's Degree,7,2282,8175,16.14,51.93,Canada,62.4
Estate agent,Retail,Decreasing,Moderate,76462.93,Bachelor's Degree,6,5620,5484,9.1,61.16,Australia,67.7
Information officer,IT,Decreasing,Low,74852.61,Bachelor's Degree,4,8482,4551,21.34,56.88,USA,75.1
Financial controller,Finance,Decreasing,Moderate,122299.55,Master's Degree,6,5147,2065,79.8,49.08,Canada,33.23
Industrial buyer,Retail,Increasing,Low,82193.43,Bachelor's Degree,4,6988,6245,63.49,57.14,Canada,28.59
"Designer, exhibition/display",Entertainment,Increasing,High,61663.64,Bachelor's Degree,4,4439,9175,64.61,40.43,UK,24.29
Operations geologist,Manufacturing,Decreasing,Low,100301.91,Master's Degree,7,2042,3235,26.49,44.77,USA,54.98
Health and safety adviser,Healthcare,Decreasing,Low,76960.26,Bachelor's Degree,4,2741,2722,33.69,43.27,Germany,41.74
