Job Title,Industry,Job Status,AI Impact Level,Median Salary (USD),Required Education,Experience Required (Years),Job Openings (2024),Projected Openings (2030),Remote Work Ratio (%),Automation Risk (%),Location,Gender Diversity (%)
345,5,1,2,95553.55,1,17,4457,2476,6.07,41.83,0,28.44
329,4,0,2,46463.25,2,15,2987,3362,34.15,61.94,5,53.17
289,6,1,2,129291.05,0,18,3757,3843,63.66,32.56,4,58.67
496,6,0,2,105305.37,1,2,8227,6514,32.02,77.79,3,50.01
295,0,0,2,92736.44,2,5,2465,4286,10.54,95.95,0,41.64
433,4,0,0,61512.93,2,8,4256,2837,27.58,23.31,4,71.99
159,0,1,1,40025.2,3,20,9823,6827,89.32,31.26,3,56.1
246,2,0,2,109026.2,1,4,6250,5934,9.09,41.97,4,79.92
395,6,1,0,62020.04,1,14,138,3339,35.2,22.5,2,54.51
97,3,0,2,33114.84,4,5,4256,2112,26.74,57.38,1,72.02
154,5,0,0,100023.69,3,10,3359,8713,56.14,32.88,2,64.75
137,6,0,2,109910.05,2,13,1403,2642,57.43,69.71,6,55.17
227,6,1,1,48545.05,2,2,370,4144,94.75,22.3,1,72.95
565,4,0,2,74028.65,0,17,4909,5107,46.45,27.73,4,33.71
159,5,1,2,48527.98,4,12,7588,1161,66.77,17.33,2,56.28
554,3,1,2,91553.91,0,14,6627,3625,14.76,19.6,6,26.79
354,6,1,2,121412.71,2,5,492,220,51.11,24.39,4,23.4
620,4,1,0,71630.96,1,20,4356,4527,39.67,69.77,2,47.79
367,2,1,1,138225.4,1,11,8072,4410,14.62,59.08,1,25.47
134,6,0,0,36067.62,4,6,6787,4404,31.26,33.61,5,62.63
124,6,1,2,45388.4,2,10,3805,3693,23.32,0.73,2,31.6
129,6,1,0,68505.1,1,13,385,3824,32.98,27.68,4,42.77
259,0,0,0,86334.49,4,10,1731,1283,82.24,41.46,7,76.57
422,4,0,1,54594.84,0,2,3319,2365,23.89,5.51,4,47.02
49,7,0,0,137490.32,1,6,3088,7913,15.57,30.86,5,66.7
267,5,0,2,124138.97,4,15,2773,1679,65.16,95.81,1,40.21
489,5,0,2,32498.95,0,9,1838,5367,49.73,98.71,6,62.33
438,0,0,0,36954.01,1,0,4548,2996,19.98,1.75,1,51.48
525,4,0,2,81266.65,0,5,2442,116,61.89,78.85,6,46.56
119,3,1,1,121954.02,4,11,4372,7640,75.81,84.79,4,49.01
330,7,0,0,76201.7,4,10,1246,1211,60.17,42.98,3,71.77
231,1,0,2,57139.29,1,15,2492,2239,33.55,17.64,3,46.28
303,6,1,0,56928.84,3,12,4308,5911,10.43,61.49,7,43.38
415,5,0,0,77464.13,0,4,1822,8706,13.92,41.06,3,62.88
196,2,1,0,147166.07,3,14,5854,1182,23.97,45.93,5,59.18
553,0,1,2,64001.58,4,2,5332,4710,5.37,86.73,2,33.61
524,6,1,0,116520.0,2,13,8584,3098,63.72,81.31,6,40.29
122,6,0,1,91286.56,1,2,1112,3298,1.07,7.1,7,38.28
601,7,0,0,107077.93,0,14,1536,7036,90.59,26.16,0,64.42
344,3,1,1,42398.11,4,11,3191,2111,68.63,74.86,1,55.86
491,4,1,0,126046.69,0,7,363,397,81.61,22.68,0,49.23
406,2,1,2,88460.01,4,11,8486,844,5.14,69.59,1,64.63
436,4,0,1,55162.86,0,5,9867,7967,33.06,4.51,3,50.48
286,2,1,2,146675.31,2,11,2194,6145,75.74,33.02,6,61.61
595,1,1,0,143059.33,1,10,1070,1122,58.94,27.79,2,72.88
296,5,0,2,117911.83,0,17,8870,311,49.22,12.15,7,42.02
550,7,1,1,71310.66,3,1,6990,2314,11.79,34.36,5,73.0
345,0,0,1,63151.98,4,14,8286,1105,23.75,8.73,3,57.97
395,7,1,0,145775.81,4,2,341,7293,69.27,95.52,7,55.02
435,3,1,2,140547.4,2,13,3468,5184,79.98,46.9,7,37.77
549,3,1,2,52976.07,0,6,5471,5694,31.06,36.98,4,68.16
253,2,0,1,143296.64,3,2,513,7400,87.6,95.39,4,33.61
104,0,0,2,36726.38,1,7,8346,8275,38.6,59.61,4,76.57
594,0,0,0,139514.67,0,20,3371,6048,50.87,87.63,6,63.77
72,0,0,1,52894.15,3,9,6341,2578,60.78,37.31,1,49.3
50,2,0,1,86401.44,0,1,6128,8103,78.97,81.13,4,72.69
625,6,1,1,118131.31,0,9,5074,5912,41.2,59.53,2,23.42
95,4,0,1,149703.04,1,12,1612,7399,85.64,25.82,1,46.8
371,0,1,2,120917.52,4,17,9695,6636,39.03,87.85,1,43.89
186,5,1,2,67875.73,1,20,643,946,19.25,36.25,1,38.53
546,3,1,1,103245.02,1,19,5089,6647,29.78,17.27,7,57.49
274,5,0,0,129773.42,0,15,6545,9778,72.03,91.77,7,43.26
168,0,1,1,126495.05,3,17,8752,316,4.7,50.82,2,63.76
65,3,1,1,97870.63,4,1,720,8881,82.84,26.67,6,58.33
556,1,1,2,68280.03,3,0,6054,2974,57.71,79.36,5,47.2
538,7,0,2,77724.66,3,16,6697,8089,99.24,30.42,5,23.26
110,2,1,2,40855.34,1,8,894,7234,37.26,67.92,7,38.35
119,7,0,0,65704.46,1,16,2842,7630,79.05,49.66,6,46.11
298,1,0,0,97765.01,1,17,5034,1159,73.71,7.85,1,50.54
149,5,0,1,129177.06,0,16,6680,1882,62.64,90.94,4,70.47
31,0,1,1,96165.08,3,19,8000,6949,99.25,39.84,6,34.84
317,0,0,0,143948.41,3,3,3359,7405,99.86,67.93,0,31.36
241,0,0,2,59284.77,2,20,187,8391,28.04,82.34,1,61.85
236,1,0,0,85242.97,0,4,8103,8671,49.91,70.15,3,53.06
141,2,0,2,36813.81,0,19,6151,3584,37.95,7.97,3,63.42
292,6,0,0,34337.13,2,1,1808,577,75.11,84.23,2,66.26
466,1,0,1,134049.45,1,13,6687,1276,9.28,89.37,1,40.19
618,2,1,1,38635.22,4,2,3382,6434,73.3,67.6,5,59.9
62,4,0,2,45825.3,2,15,3585,1014,31.82,50.44,7,42.28
113,1,0,0,30353.43,4,19,856,7637,63.39,11.05,3,35.28
83,3,0,1,37019.63,1,13,6000,9056,30.69,97.96,2,37.16
33,2,1,0,105632.39,2,4,8785,2394,3.22,9.89,5,30.08
426,1,0,1,56427.45,0,6,4518,7454,48.62,95.5,1,66.01
86,6,0,0,83967.3,2,0,8832,7969,99.42,43.56,6,28.61
476,1,0,1,45387.98,4,19,2352,2231,45.38,65.17,3,54.7
156,3,1,0,112459.6,4,4,4927,9478,10.25,71.83,7,69.8
598,5,0,1,43577.09,1,12,2600,5431,93.22,64.9,2,67.96
47,2,1,0,103226.97,1,20,6882,5523,63.96,80.82,4,37.39
632,0,0,0,53424.51,3,18,9815,6675,27.12,46.89,0,55.58
249,1,1,1,102042.01,2,1,1835,3413,37.69,65.81,6,67.16
615,3,1,1,109951.2,4,20,6620,8446,70.77,11.66,1,26.35
62,0,1,2,118563.95,2,6,803,4587,52.44,55.07,5,39.57
63,0,1,0,91721.69,0,14,4309,1216,51.06,20.3,3,45.32
177,6,1,0,122389.72,4,8,5980,2665,39.89,8.62,2,63.53
206,7,0,2,31375.55,4,10,507,4240,21.35,4.49,7,61.73
97,5,1,1,95094.42,4,6,7952,1437,16.32,94.38,2,63.96
278,4,0,2,98997.94,1,0,7980,3708,84.4,31.01,2,54.8
388,7,0,1,89971.45,2,4,3786,2962,69.06,90.6,0,51.17
37,3,0,2,72627.33,4,16,2104,4683,12.9,56.61,5,20.42
437,7,1,0,52018.57,3,7,6903,7268,29.4,70.77,2,79.45
296,1,1,2,87575.42,1,0,7410,9775,36.31,19.59,1,20.76
286,1,1,2,100958.16,2,8,9681,396,8.69,79.09,6,34.73
97,7,0,0,73113.21,2,15,4512,9933,29.98,33.03,7,21.98
568,6,1,1,87341.35,3,5,5721,5552,10.33,65.85,2,78.48
262,6,0,0,141123.18,4,6,6327,7324,12.41,56.97,4,67.13
17,7,0,0,82770.18,2,9,8565,9116,3.09,62.1,2,28.34
380,2,0,0,94313.17,0,14,5467,3036,76.7,47.72,3,26.57
337,3,0,0,43966.58,2,18,9620,7573,1.27,8.91,4,38.96
87,7,1,2,144643.42,1,5,9640,4776,24.08,39.73,5,72.25
360,1,0,2,42966.12,3,20,6919,1235,12.05,57.8,6,40.98
437,5,0,0,107876.43,3,1,4962,1063,12.24,20.03,4,28.62
241,3,1,0,68427.45,4,20,6104,2882,84.89,74.65,3,73.35
621,0,0,2,132938.16,0,5,593,7846,56.84,2.59,2,56.48
463,5,0,0,107063.43,1,8,5930,2689,20.18,20.18,7,76.38
217,0,0,1,59969.83,1,2,6017,3175,0.23,61.98,4,54.68
246,2,1,1,51142.65,4,3,3615,8092,74.8,80.61,6,55.5
250,7,1,2,123878.04,0,19,3873,2739,18.21,25.41,4,78.5
235,4,0,2,64624.44,2,19,4076,7540,9.9,37.4,1,48.21
248,1,1,1,65701.69,2,16,6592,1272,21.49,38.46,6,36.84
15,5,1,0,48313.82,4,5,1097,7193,58.95,20.0,3,26.03
598,5,0,2,110599.28,0,13,4545,7838,24.97,10.61,2,79.78
355,5,0,0,140490.07,4,1,2909,8029,35.21,81.94,6,26.42
424,3,1,2,71660.9,2,4,2479,6425,36.85,24.89,5,53.14
532,3,1,0,39638.09,4,14,750,1582,44.69,59.93,0,45.11
559,0,1,1,78568.17,2,10,6803,1032,81.2,95.64,1,46.56
524,5,1,0,77914.1,0,18,9395,4101,79.51,94.06,2,46.86
372,1,0,0,77035.98,2,12,1427,4586,35.71,72.57,2,25.12
345,2,0,2,38270.3,1,4,8135,8401,13.01,50.67,7,40.55
148,7,1,2,55409.51,1,10,273,1939,59.53,88.35,0,62.35
202,2,0,2,78126.44,2,2,9451,4124,43.97,50.11,5,67.59
556,4,1,1,107499.77,4,9,6001,5838,56.76,79.33,5,20.83
245,4,0,1,123199.76,4,3,2110,389,46.05,22.14,4,49.44
383,5,0,0,70681.65,1,8,1278,109,47.38,35.88,6,74.1
193,7,1,1,148110.9,4,1,7784,1630,7.55,16.42,0,33.33
324,0,1,2,83511.32,0,18,623,976,36.33,24.35,7,42.17
82,3,0,0,40472.49,1,12,2374,9105,74.12,25.82,5,65.14
57,1,1,1,77043.11,0,9,3882,6267,45.43,49.58,1,74.52
464,5,1,1,144648.24,4,16,8208,3879,86.5,53.23,0,41.01
540,0,1,0,98463.24,3,20,219,9351,70.43,48.64,0,78.1
520,6,1,2,106781.6,4,10,5964,7519,18.52,44.63,4,58.12
268,2,0,1,103526.54,3,11,474,5485,28.0,93.93,7,33.99
132,0,0,2,95327.0,0,0,6132,545,95.57,83.2,7,24.48
524,5,0,0,145201.03,4,17,8580,690,21.71,55.75,0,40.92
21,6,1,2,133873.46,3,20,126,4478,48.6,21.84,2,21.75
379,3,1,0,47390.27,2,10,2475,2228,54.44,47.02,2,77.11
583,6,0,0,140410.81,0,13,4667,3073,17.53,90.25,0,75.21
575,0,0,0,48916.61,1,4,8243,8669,29.58,4.53,7,56.69
293,6,1,2,47949.91,1,18,8283,5074,34.54,27.35,4,40.93
601,3,1,1,59134.67,2,20,9875,5596,60.87,42.45,2,27.47
474,5,1,2,59209.79,4,0,4071,4123,37.43,41.19,3,38.14
488,1,0,1,143649.73,0,5,5882,765,75.48,16.4,7,69.67
597,5,0,2,123335.84,3,17,3799,5331,11.48,12.18,2,47.94
485,2,0,0,96474.52,2,1,630,3294,54.61,33.13,4,75.92
266,7,0,2,55775.48,1,2,1703,9351,47.25,41.04,6,73.31
471,7,0,2,110804.7,2,20,7372,4556,34.35,12.15,0,24.0
233,5,1,2,105960.79,4,19,9005,3252,7.04,92.71,0,55.24
66,0,0,0,69408.47,0,14,5479,5478,20.92,46.88,6,54.95
450,4,1,2,137602.95,2,6,1355,3736,9.17,27.76,6,21.01
310,6,0,2,71546.56,0,9,2873,2281,10.24,84.02,0,59.21
452,1,0,0,47826.64,4,1,8470,376,89.81,43.87,2,67.47
76,3,0,0,114805.18,4,3,3781,6917,89.74,77.04,3,47.94
182,6,0,1,63940.74,4,20,4743,1116,26.19,28.22,3,54.81
437,0,0,1,52313.88,0,13,6968,1072,84.94,68.11,0,30.99
152,0,0,1,93408.97,2,8,1355,9479,2.75,93.54,6,68.44
591,4,1,2,96512.25,2,19,6427,7391,92.54,7.82,7,70.35
599,5,0,1,127252.04,0,14,7355,3958,47.02,80.05,3,23.56
281,5,1,1,89811.4,4,2,3910,2375,6.71,42.99,6,35.6
316,1,1,1,59606.08,4,7,8492,8532,18.25,61.86,0,36.24
563,1,0,0,114489.88,1,10,4629,539,32.73,81.09,4,58.62
402,7,1,1,32959.22,4,1,745,8441,18.35,94.28,3,47.05
70,1,1,2,51087.57,2,0,8023,4749,86.24,12.34,3,70.82
232,7,0,1,120441.75,0,13,2192,2906,23.79,67.26,2,64.65
552,5,1,2,87611.01,2,1,5307,3343,82.48,1.16,1,71.13
531,5,0,1,144190.14,1,9,1584,6173,55.34,70.22,7,27.45
488,1,0,2,89585.88,2,7,1254,6602,18.06,73.77,5,27.49
504,3,1,0,133119.28,0,15,9676,2125,56.66,51.87,6,59.5
33,7,0,0,117648.47,4,8,244,4067,5.44,82.0,0,71.5
535,1,1,0,137943.63,1,9,3324,4705,53.18,60.72,5,78.61
621,0,0,1,67454.33,4,1,2415,5303,9.72,8.86,6,25.48
38,5,0,0,101815.48,1,19,9345,4093,26.93,37.7,3,55.79
97,7,1,2,135729.51,2,0,7842,318,13.38,72.46,5,42.33
121,6,0,1,85923.11,4,12,5052,8981,63.0,59.06,7,21.19
191,5,1,1,80216.38,0,10,986,9955,45.19,87.64,6,48.09
427,1,1,1,81305.17,2,17,5534,8523,34.58,4.08,0,23.63
567,0,0,1,127515.73,4,17,3908,9219,43.33,85.04,7,75.9
366,6,1,1,129356.42,1,13,5167,6853,58.67,53.77,0,38.8
374,0,0,0,79600.58,1,5,1727,2158,53.5,99.86,6,64.95
116,3,1,1,123424.38,4,11,8485,6366,37.43,39.39,6,72.88
486,7,1,1,83165.84,1,9,2197,2396,17.51,53.29,6,56.06
583,6,0,2,72885.51,0,11,7349,1022,16.06,94.11,1,72.37
511,3,0,1,108100.68,1,19,2199,6091,32.02,76.68,5,54.63
375,3,0,0,90648.37,4,5,1421,9541,40.02,14.29,3,79.91
290,7,1,2,127552.38,2,1,9652,5954,47.75,2.81,6,23.81
634,3,1,2,107357.19,2,11,8165,6521,51.53,30.71,6,57.11
169,0,0,0,102906.71,4,10,705,2425,37.92,3.1,1,28.31
634,7,0,0,78423.65,0,13,8977,9686,15.56,74.13,3,41.56
319,5,0,1,75360.2,2,20,2746,5623,11.4,15.83,5,52.21
509,0,1,1,78586.62,1,4,7239,5335,58.46,76.03,4,77.5
460,0,1,1,85889.6,1,8,5167,2882,47.21,86.8,7,72.24
282,4,1,0,33157.15,3,4,7382,2436,90.02,13.66,0,79.62
312,7,1,2,57798.62,0,7,9318,6787,38.27,11.49,5,37.2
619,2,0,1,87158.82,4,14,3294,391,52.79,2.3,3,50.6
306,0,1,2,134706.12,2,6,1637,3244,51.33,2.06,1,63.95
465,3,0,2,137688.72,4,11,3403,9505,88.18,94.43,3,65.32
636,5,1,2,136731.37,3,11,8029,6729,58.67,91.77,1,53.77
328,4,0,0,121112.98,1,1,5041,1242,61.09,57.17,6,20.86
244,6,1,0,105132.84,3,2,2824,2980,30.97,54.36,3,41.94
105,6,1,1,42543.9,0,11,6098,4562,99.52,80.76,2,68.94
5,2,0,1,53677.89,4,13,1663,767,41.14,73.41,0,79.62
40,6,1,1,86416.55,3,19,5037,6534,29.94,72.3,3,74.09
339,2,1,2,58277.88,0,8,8046,2055,42.14,54.29,5,31.48
633,1,0,2,33845.12,2,18,8021,5141,38.5,86.76,1,37.91
219,3,1,1,73933.9,2,17,4536,4772,83.38,28.91,5,23.23
80,7,1,2,82858.7,1,5,659,2141,92.79,5.15,3,74.03
67,7,1,0,147128.77,3,19,5355,6413,78.91,18.3,1,27.26
105,6,0,1,139026.31,4,16,716,8051,61.29,39.56,5,36.03
623,5,1,2,102523.89,1,8,7466,2224,52.79,25.61,7,72.74
38,6,1,2,42017.83,4,15,5058,3428,91.19,81.88,5,57.89
167,5,1,1,140389.49,1,19,7768,2735,0.85,70.57,4,46.72
280,6,1,0,103662.86,4,16,7523,6944,47.39,80.02,1,37.87
16,4,0,2,64844.54,0,0,6588,9514,13.02,92.09,7,44.84
98,1,0,2,128502.77,4,2,9050,9940,74.18,15.08,4,75.45
503,0,1,2,108783.58,2,9,8934,8444,46.61,49.74,7,20.72
589,5,0,0,74652.32,0,1,5697,1043,35.89,88.64,3,31.81
176,6,0,1,124589.87,2,1,8838,8034,81.52,53.3,2,55.03
166,3,1,1,58045.53,4,3,264,489,80.18,53.94,3,43.02
151,1,0,1,119626.28,0,11,2907,8754,40.36,87.0,1,50.93
155,5,1,2,46086.16,0,19,8612,4718,36.4,50.11,5,50.91
14,6,1,1,109892.66,3,19,2926,6095,34.6,21.65,3,32.98
152,1,1,0,126619.61,3,0,3562,9416,2.75,35.41,6,60.42
428,1,1,2,30370.94,4,16,9573,7700,33.38,43.1,3,35.23
416,2,1,2,63320.87,3,10,6781,4901,6.18,43.74,6,35.25
56,1,1,0,146442.68,3,13,5568,2957,44.11,33.91,2,76.65
487,0,0,0,97371.58,0,14,8671,5282,4.77,53.31,6,44.04
117,6,1,2,139046.19,4,1,5477,5670,66.8,66.86,3,21.96
366,2,1,2,119285.67,3,19,3614,1085,47.37,66.7,6,53.88
271,3,1,1,139757.91,3,5,7402,855,66.76,16.88,4,46.67
163,4,1,1,112151.89,4,16,5850,4092,16.11,20.78,7,64.11
621,5,0,2,147897.43,2,0,694,9687,13.09,96.79,5,35.36
256,7,0,0,74008.39,1,7,5452,2668,46.31,99.46,6,69.29
98,7,0,0,55492.82,3,2,167,1722,15.96,39.67,6,71.5
42,7,1,1,124959.09,1,5,1269,4289,32.4,80.84,4,65.74
114,7,0,0,121067.0,4,7,3948,4132,61.27,38.16,6,75.23
449,2,1,2,132821.16,3,0,4888,4923,90.67,10.93,3,79.65
278,2,1,0,33273.03,0,11,5280,5443,4.8,86.49,5,41.66
431,5,1,0,73257.82,1,9,5527,7781,91.87,16.59,6,40.14
310,0,1,0,81440.04,0,10,6340,8202,29.88,47.21,7,22.68
176,7,0,1,60493.05,2,15,7868,3187,63.36,53.78,5,59.06
452,6,0,2,141793.16,4,18,7191,1200,58.83,75.4,7,57.67
481,5,1,2,128716.71,0,18,6303,5461,27.99,65.22,2,31.67
123,6,1,1,41947.36,1,4,4614,1567,48.03,30.95,5,64.76
431,1,0,1,123443.83,0,5,7047,2681,85.28,18.66,2,33.33
381,6,1,0,101578.44,1,5,6923,6440,41.1,60.03,4,36.84
164,5,0,0,144420.43,3,20,1732,5983,88.96,56.51,6,70.89
363,2,0,0,46334.02,4,1,9609,5057,48.4,7.23,6,37.1
352,1,0,0,63169.59,2,1,7565,8577,71.82,73.3,3,54.66
104,3,0,2,38820.13,2,12,5833,841,47.87,35.08,6,53.85
174,2,1,2,98316.29,3,20,9979,3585,93.83,76.33,0,38.9
56,0,1,1,92685.64,2,7,9277,5585,81.69,45.01,1,45.57
484,7,1,0,108269.01,0,7,6814,8712,67.39,13.0,2,71.64
601,2,0,2,66806.68,0,15,9050,7835,1.5,47.12,4,33.51
255,7,0,2,90970.52,2,7,5380,9200,99.51,68.8,1,74.9
293,2,0,2,142862.27,2,14,9710,4544,61.29,5.23,3,72.47
361,5,1,1,110247.99,4,15,587,4384,53.53,20.23,7,64.14
73,3,1,0,113975.74,2,7,2065,2211,41.76,7.73,5,78.82
223,0,1,0,64586.29,1,0,7944,6512,29.41,84.61,5,22.82
173,2,1,0,149087.49,4,2,8251,2726,23.3,4.67,2,71.64
394,2,0,2,108319.66,4,15,9895,5880,61.66,61.98,0,75.77
169,6,0,0,92695.38,1,4,6759,8987,50.84,66.07,1,41.01
164,1,0,1,32682.58,3,1,8506,2753,57.05,71.08,6,55.23
312,7,0,1,41217.34,3,12,1075,309,65.7,58.94,7,76.65
619,0,1,2,149303.21,1,8,6866,3658,19.88,56.66,6,70.28
99,0,1,0,122666.52,0,18,3830,1894,52.35,52.97,6,74.3
401,7,0,0,106899.65,2,17,6678,8121,65.95,92.77,3,36.52
26,0,0,1,133454.85,3,11,5784,2215,18.92,93.35,1,68.3
627,1,1,0,69612.39,1,19,2734,6390,34.83,37.9,4,24.89
177,7,1,2,73428.5,2,1,4221,504,83.97,62.4,4,57.56
37,6,1,2,35947.76,4,14,1977,5854,58.81,50.77,7,31.66
281,5,1,0,99965.81,0,10,7111,3352,22.68,85.51,4,70.87
425,5,0,1,61925.57,4,20,148,6732,32.35,22.63,6,24.02
401,4,1,2,95885.35,4,4,4737,1811,33.62,67.2,0,77.71
565,0,0,1,45557.01,1,20,6382,1707,51.99,89.83,3,34.82
347,0,1,0,145545.88,2,6,223,3523,64.96,61.12,5,60.52
233,7,1,0,55129.24,3,12,4949,9632,48.94,78.33,7,70.68
182,2,0,1,126207.99,3,9,7226,6225,92.4,50.86,0,69.32
629,6,1,1,79227.38,0,20,5265,3742,26.43,4.09,6,72.92
279,7,0,2,32959.98,4,16,1700,3843,56.96,38.78,7,33.95
206,0,0,1,93788.69,3,18,6669,5420,79.18,3.96,2,64.02
609,3,0,1,138598.04,2,17,3902,6010,69.52,77.86,1,27.08
113,1,1,2,120804.78,4,16,4502,6192,94.13,31.14,2,47.21
174,5,0,2,45450.5,2,14,6587,3182,1.26,93.34,7,32.2
239,5,0,1,95416.4,0,9,3113,2747,16.08,36.28,0,27.85
447,6,1,0,140341.7,0,13,145,4192,95.64,54.77,7,75.12
582,0,0,2,77211.45,2,18,7659,3959,36.73,70.71,1,22.22
516,3,0,0,122096.37,0,17,8064,4536,28.95,45.6,4,58.97
176,6,1,1,38570.57,3,13,592,5214,84.26,44.45,5,59.49
188,3,1,2,96442.82,4,16,8385,7810,46.7,19.06,6,49.75
140,3,1,0,71213.4,0,7,8790,5693,58.74,84.57,4,58.95
296,0,0,1,120615.45,4,14,3215,2205,68.52,96.08,7,77.54
488,4,0,2,117198.68,0,18,9288,3243,23.18,60.38,0,39.16
619,7,1,1,89117.28,1,7,985,4116,99.0,98.89,6,50.33
231,7,0,2,65424.55,0,1,8065,1946,15.01,46.71,6,26.24
189,0,1,1,46354.71,1,2,6218,6178,11.06,37.09,0,54.24
207,1,0,0,124917.95,3,0,3849,452,63.46,6.35,7,70.54
565,6,1,0,37121.27,2,1,6505,5250,50.98,6.13,4,65.15
209,1,0,0,124495.04,1,0,1107,7373,72.52,61.2,2,64.92
4,6,0,2,115040.55,1,19,6161,3272,2.58,69.95,2,47.05
551,0,0,0,97019.45,2,1,6311,1476,14.66,32.31,0,44.42
158,2,1,0,115535.46,2,11,9597,1239,62.47,75.09,1,37.98
566,6,1,2,51020.54,0,7,819,481,35.97,7.27,2,47.6
373,5,0,2,47104.17,1,15,9173,3646,30.68,20.31,7,26.61
431,7,1,2,108066.83,3,9,4497,5389,77.75,77.75,0,20.2
575,2,0,0,38607.28,1,18,9193,2057,36.8,18.61,6,54.04
519,1,0,1,35699.54,0,2,7318,4238,40.17,63.05,0,39.66
571,2,1,0,44738.97,1,4,9061,7695,99.86,87.82,2,61.03
3,7,0,1,47194.27,1,1,7103,6798,6.72,11.56,3,37.46
39,1,0,0,148387.86,0,4,3362,3458,96.03,25.31,1,46.77
582,2,0,0,40961.32,1,14,2530,8057,11.6,93.22,6,59.04
91,6,1,1,132382.01,4,12,5656,8377,36.3,66.4,1,54.56
508,2,1,1,50390.6,2,6,4941,1773,36.92,98.83,7,22.64
236,4,0,1,139663.67,0,6,8554,6873,87.55,87.13,0,78.24
324,4,0,0,79673.5,3,18,5631,7853,14.74,81.9,4,66.1
452,1,0,1,35480.06,3,11,5179,4334,3.95,98.43,3,45.2
357,6,1,1,135412.23,2,4,1960,2730,12.8,45.67,4,60.91
366,3,0,1,97788.89,1,13,7287,1966,15.27,6.29,4,43.36
260,1,1,2,40388.95,1,4,7834,307,99.74,53.57,6,41.47
274,5,0,2,115176.33,4,0,9878,5170,2.58,11.67,3,58.97
577,6,0,2,48038.26,4,12,4953,5468,9.71,3.08,2,51.78
403,2,0,1,44184.63,0,18,9216,9796,38.32,90.17,7,78.83
84,7,0,2,66429.22,1,18,9081,7762,72.6,40.44,5,64.38
186,2,1,0,60042.6,0,16,9443,8919,14.85,99.67,4,34.49
554,1,1,1,107787.76,2,16,9032,6624,85.76,47.08,6,62.59
435,5,1,0,87332.04,0,11,1858,9639,17.13,53.19,0,61.81
167,0,1,0,78394.49,3,8,3794,8686,53.28,28.95,4,62.72
487,5,1,1,80823.47,0,16,5415,6361,78.28,23.74,7,61.05
279,1,1,2,91870.55,0,14,3744,6320,96.96,18.9,6,73.91
81,1,0,0,126585.09,4,8,6362,1451,12.16,81.28,7,26.88
444,2,1,1,64057.11,3,19,4677,9784,4.48,55.32,0,56.0
223,2,0,1,104948.14,3,17,320,449,10.82,70.34,0,53.17
602,6,0,1,102392.52,3,9,8490,5722,86.49,63.29,0,67.68
336,0,0,2,107920.4,2,12,7245,8723,35.29,34.65,4,29.74
589,4,1,0,53648.92,3,7,6321,301,91.89,99.9,5,59.54
503,3,0,0,73429.19,0,20,7325,9070,53.78,87.2,5,43.37
205,2,1,2,45541.54,1,12,2686,4028,44.49,83.24,3,51.72
213,0,0,1,92145.49,1,11,2688,2869,37.97,86.26,1,74.77
180,5,0,2,131146.77,2,18,315,8224,90.72,33.57,4,54.74
573,0,1,0,34141.53,4,9,8300,5825,72.39,92.12,4,69.28
381,7,0,2,100426.79,4,16,286,6997,90.36,36.15,7,70.19
161,7,0,1,74788.73,2,14,3443,6214,87.16,46.93,4,62.38
224,2,0,2,128906.71,0,14,9584,4486,83.46,67.77,3,74.67
503,7,0,0,41213.41,1,16,207,8753,24.01,1.68,0,46.14
344,1,0,1,91512.35,2,11,9536,6056,19.82,30.46,4,76.93
371,2,0,2,138245.79,3,6,8268,3838,42.12,1.4,0,75.35
238,1,0,2,67362.04,4,3,3317,5649,98.71,57.31,4,26.24
433,5,1,1,146492.66,4,3,5103,5289,54.74,4.41,4,78.77
502,4,0,2,101493.0,4,9,983,7982,51.77,98.9,5,49.42
52,2,0,0,140699.41,4,13,1795,2992,47.85,87.8,1,35.73
43,2,1,1,140467.06,3,9,7391,9077,42.73,99.06,2,27.23
341,5,0,0,124307.0,1,13,1703,3255,95.07,39.24,7,54.28
13,0,1,1,38410.65,3,17,5636,4615,97.08,64.36,3,38.25
39,4,1,1,129405.19,2,14,7490,176,78.74,69.92,2,39.24
375,0,0,0,101728.38,3,16,3708,9982,13.58,25.52,1,72.41
326,3,1,2,148173.0,2,6,2647,832,16.88,8.3,6,50.34
308,3,1,2,36699.11,3,15,996,5201,27.63,58.68,0,79.54
153,7,1,1,128285.25,0,18,5973,4987,95.04,49.73,2,72.54
469,5,1,2,32464.76,1,13,6158,7929,80.6,67.14,4,59.61
404,0,1,1,114740.46,0,15,1342,7230,38.62,91.86,2,41.49
596,0,0,0,134715.89,0,6,1165,6309,66.14,79.03,0,52.87
562,3,0,2,76265.39,0,12,3406,7779,4.68,97.19,7,22.39
167,1,1,2,60845.77,0,18,1107,2840,29.14,14.6,5,67.74
64,3,0,2,53259.2,4,18,7886,5658,75.51,67.29,3,39.88
533,0,1,0,31092.26,1,5,6235,530,11.04,2.05,7,77.29
477,4,0,2,94435.29,2,14,3972,8485,21.79,18.32,2,57.96
163,0,0,1,89225.38,2,2,7372,3345,77.96,33.02,7,33.8
156,3,0,2,63514.02,2,7,1996,933,69.1,57.97,4,40.49
543,6,1,1,72650.41,0,2,144,4880,46.78,68.52,7,23.92
502,0,0,1,41053.81,0,5,3156,9825,85.08,60.18,6,28.0
